t,x,y,z
229.0,-3.4023037,-4.195138,0.09372022
230.0,-3.4014373,-4.195799,0.093703635
231.0,-3.4005706,-4.1964593,0.09368704
232.0,-3.3997037,-4.197119,0.09367045
233.0,-3.3988369,-4.1977797,0.09365386
234.0,-3.3979697,-4.198439,0.09363726
235.0,-3.3971026,-4.199099,0.09362066
236.0,-3.3962352,-4.1997585,0.09360405
237.0,-3.3953676,-4.200418,0.093587436
238.0,-3.3945,-4.201077,0.09357082
239.0,-3.3936322,-4.201736,0.093554206
240.0,-3.392764,-4.202395,0.09353758
241.0,-3.391896,-4.2030535,0.093520954
242.0,-3.391028,-4.203712,0.093504325
243.0,-3.3901594,-4.20437,0.09348769
244.0,-3.3892908,-4.205028,0.09347105
245.0,-3.3884223,-4.205686,0.093454406
246.0,-3.3875535,-4.206344,0.09343775
247.0,-3.3866844,-4.2070017,0.09342111
248.0,-3.3858154,-4.207659,0.09340445
249.0,-3.384946,-4.208316,0.09338779
250.0,-3.3840766,-4.208973,0.09337113
251.0,-3.383207,-4.20963,0.09335446
252.0,-3.3823376,-4.2102866,0.09333779
253.0,-3.3814676,-4.210943,0.093321115
254.0,-3.3805978,-4.2115993,0.09330444
255.0,-3.3797276,-4.2122555,0.09328776
256.0,-3.3788574,-4.2129116,0.09327107
257.0,-3.377987,-4.2135673,0.09325438
258.0,-3.3771164,-4.214223,0.09323768
259.0,-3.3762457,-4.214878,0.09322099
260.0,-3.375375,-4.2155337,0.09320428
261.0,-3.3745039,-4.2161884,0.09318758
262.0,-3.373633,-4.2168436,0.09317087
263.0,-3.3727615,-4.2174983,0.093154155
264.0,-3.3718903,-4.2181525,0.093137436
265.0,-3.3710186,-4.218807,0.09312072
266.0,-3.370147,-4.2194614,0.09310399
267.0,-3.369275,-4.220115,0.09308726
268.0,-3.3684032,-4.220769,0.09307053
269.0,-3.367531,-4.2214227,0.09305379
270.0,-3.366659,-4.222076,0.09303705
271.0,-3.3657866,-4.2227297,0.093020305
272.0,-3.364914,-4.2233825,0.09300355
273.0,-3.3640413,-4.2240353,0.0929868
274.0,-3.3631685,-4.224688,0.09297004
275.0,-3.3622954,-4.225341,0.09295328
276.0,-3.3614223,-4.225993,0.092936516
277.0,-3.3605492,-4.2266455,0.092919745
278.0,-3.3596756,-4.2272973,0.09290297
279.0,-3.358802,-4.227949,0.092886195
280.0,-3.3579285,-4.228601,0.092869416
281.0,-3.3570547,-4.2292523,0.09285263
282.0,-3.3561807,-4.2299037,0.09283584
283.0,-3.3553066,-4.230555,0.09281905
284.0,-3.3544323,-4.231206,0.09280225
285.0,-3.353558,-4.2318563,0.09278545
286.0,-3.3526835,-4.232507,0.09276865
287.0,-3.3518088,-4.2331576,0.09275184
288.0,-3.350934,-4.233808,0.09273502
289.0,-3.350059,-4.234458,0.09271821
290.0,-3.349184,-4.235108,0.09270139
291.0,-3.3483088,-4.2357574,0.09268457
292.0,-3.3474333,-4.236407,0.092667736
293.0,-3.3465579,-4.2370563,0.092650905
294.0,-3.3456821,-4.237705,0.09263407
295.0,-3.3448064,-4.238354,0.09261723
296.0,-3.3439305,-4.239003,0.09260038
297.0,-3.3430543,-4.2396517,0.09258354
298.0,-3.342178,-4.2403,0.092566684
299.0,-3.3413017,-4.2409487,0.09254983
300.0,-3.3404253,-4.2415967,0.09253297
301.0,-3.3395486,-4.2422447,0.09251611
302.0,-3.3386717,-4.2428923,0.09249924
303.0,-3.3377948,-4.24354,0.092482366
304.0,-3.3369176,-4.2441874,0.09246549
305.0,-3.3360405,-4.2448344,0.092448615
306.0,-3.335163,-4.2454815,0.09243173
307.0,-3.3342857,-4.246128,0.09241484
308.0,-3.333408,-4.2467747,0.09239795
309.0,-3.3325303,-4.2474213,0.09238106
310.0,-3.3316524,-4.2480674,0.09236416
311.0,-3.3307743,-4.2487135,0.09234726
312.0,-3.329896,-4.2493596,0.09233035
313.0,-3.3290176,-4.2500052,0.09231344
314.0,-3.328139,-4.250651,0.092296526
315.0,-3.3272605,-4.251296,0.092279606
316.0,-3.3263817,-4.2519417,0.092262685
317.0,-3.3255029,-4.2525864,0.09224576
318.0,-3.3246238,-4.2532315,0.09222883
319.0,-3.3237445,-4.2538757,0.092211895
320.0,-3.3228652,-4.2545204,0.09219496
321.0,-3.3219857,-4.2551646,0.09217802
322.0,-3.3211062,-4.255809,0.09216107
323.0,-3.3202264,-4.256453,0.092144124
324.0,-3.3193464,-4.257097,0.09212717
325.0,-3.3184664,-4.25774,0.09211021
326.0,-3.3175862,-4.2583838,0.09209325
327.0,-3.316706,-4.2590265,0.09207629
328.0,-3.3158255,-4.25967,0.092059314
329.0,-3.314945,-4.2603126,0.09204234
330.0,-3.314064,-4.2609553,0.09202536
331.0,-3.3131833,-4.2615976,0.09200838
332.0,-3.312302,-4.26224,0.0919914
333.0,-3.3114212,-4.262882,0.091974415
334.0,-3.3105397,-4.263524,0.09195742
335.0,-3.3096583,-4.264166,0.091940425
336.0,-3.3087766,-4.2648077,0.09192342
337.0,-3.307895,-4.265449,0.09190642
338.0,-3.307013,-4.2660904,0.09188941
339.0,-3.3061311,-4.2667313,0.0918724
340.0,-3.305249,-4.267372,0.091855384
341.0,-3.3043666,-4.268013,0.09183836
342.0,-3.3034842,-4.2686534,0.09182134
343.0,-3.3026016,-4.269294,0.09180431
344.0,-3.301719,-4.2699337,0.09178728
345.0,-3.300836,-4.2705736,0.09177025
346.0,-3.2999532,-4.2712135,0.09175321
347.0,-3.29907,-4.271853,0.09173616
348.0,-3.2981868,-4.2724924,0.09171911
349.0,-3.2973032,-4.273132,0.09170207
350.0,-3.2964199,-4.273771,0.09168501
351.0,-3.295536,-4.27441,0.09166795
352.0,-3.2946522,-4.2750483,0.09165089
353.0,-3.2937682,-4.2756867,0.09163383
354.0,-3.292884,-4.276325,0.09161675
355.0,-3.2919998,-4.276963,0.09159968
356.0,-3.2911155,-4.2776012,0.091582604
357.0,-3.290231,-4.2782393,0.09156552
358.0,-3.2893462,-4.278877,0.091548435
359.0,-3.2884614,-4.2795143,0.091531344
360.0,-3.2875767,-4.2801514,0.09151425
361.0,-3.2866914,-4.2807884,0.09149715
362.0,-3.2858062,-4.2814255,0.091480054
363.0,-3.284921,-4.282062,0.09146295
364.0,-3.2840354,-4.2826986,0.09144584
365.0,-3.2831497,-4.2833347,0.09142873
366.0,-3.282264,-4.2839713,0.091411605
367.0,-3.281378,-4.284607,0.091394484
368.0,-3.280492,-4.285243,0.09137736
369.0,-3.2796059,-4.2858787,0.09136023
370.0,-3.2787194,-4.286514,0.091343105
371.0,-3.277833,-4.287149,0.09132597
372.0,-3.2769463,-4.287784,0.091308825
373.0,-3.2760596,-4.2884192,0.09129168
374.0,-3.2751727,-4.289054,0.09127454
375.0,-3.2742856,-4.289688,0.091257386
376.0,-3.2733984,-4.290323,0.09124023
377.0,-3.2725112,-4.290957,0.09122307
378.0,-3.2716238,-4.2915907,0.0912059
379.0,-3.2707362,-4.2922244,0.091188736
380.0,-3.2698483,-4.292858,0.09117156
381.0,-3.2689605,-4.2934914,0.09115439
382.0,-3.2680726,-4.2941246,0.091137215
383.0,-3.2671845,-4.294758,0.09112003
384.0,-3.2662961,-4.2953906,0.091102846
385.0,-3.2654078,-4.2960234,0.09108565
386.0,-3.2645192,-4.296656,0.09106846
387.0,-3.2636304,-4.2972884,0.09105126
388.0,-3.2627416,-4.29792,0.09103406
389.0,-3.2618525,-4.2985525,0.09101685
390.0,-3.2609634,-4.2991843,0.09099964
391.0,-3.2600741,-4.2998157,0.09098243
392.0,-3.2591848,-4.300447,0.09096521
393.0,-3.2582953,-4.3010783,0.09094799
