t,x,y,z
361.0,0.45189592,-1.3470641,-0.039262652
362.0,0.4539639,-1.3462144,-0.03929584
363.0,0.45603085,-1.3453616,-0.039328936
364.0,0.4580967,-1.3445055,-0.039361943
365.0,0.46016154,-1.3436464,-0.039394855
366.0,0.4622253,-1.3427842,-0.039427675
367.0,0.46428794,-1.3419188,-0.039460406
368.0,0.46634954,-1.3410504,-0.039493047
369.0,0.46841004,-1.3401788,-0.039525595
370.0,0.47046947,-1.3393041,-0.03955805
371.0,0.4725278,-1.3384264,-0.03959041
372.0,0.47458503,-1.3375454,-0.039622683
373.0,0.47664115,-1.3366613,-0.039654862
374.0,0.47869617,-1.3357742,-0.039686948
375.0,0.48075005,-1.3348839,-0.03971894
376.0,0.48280284,-1.3339906,-0.039750844
377.0,0.4848545,-1.3330941,-0.039782654
378.0,0.486905,-1.3321946,-0.039814368
379.0,0.48895442,-1.3312919,-0.039845992
380.0,0.49100265,-1.3303862,-0.039877523
381.0,0.49304977,-1.3294772,-0.03990896
382.0,0.49509573,-1.3285652,-0.039940305
383.0,0.49714053,-1.3276502,-0.039971557
384.0,0.49918416,-1.3267319,-0.040002715
385.0,0.5012266,-1.3258107,-0.04003378
386.0,0.50326794,-1.3248863,-0.040064752
387.0,0.50530803,-1.3239588,-0.04009563
388.0,0.507347,-1.3230282,-0.040126413
389.0,0.50938475,-1.3220946,-0.040157102
390.0,0.5114213,-1.3211578,-0.040187698
391.0,0.5134567,-1.320218,-0.0402182
392.0,0.5154909,-1.319275,-0.04024861
393.0,0.5175238,-1.318329,-0.040278923
394.0,0.51955557,-1.3173798,-0.040309142
395.0,0.5215861,-1.3164277,-0.04033927
396.0,0.5236154,-1.3154724,-0.0403693
397.0,0.5256435,-1.314514,-0.040399235
398.0,0.5276703,-1.3135526,-0.040429074
399.0,0.529696,-1.3125881,-0.040458824
400.0,0.53172034,-1.3116205,-0.040488474
401.0,0.53374344,-1.3106498,-0.04051803
402.0,0.53576535,-1.309676,-0.040547494
403.0,0.53778595,-1.3086991,-0.04057686
404.0,0.5398053,-1.3077192,-0.04060613
405.0,0.5418234,-1.3067364,-0.040635306
406.0,0.54384017,-1.3057503,-0.040664386
407.0,0.5458557,-1.3047612,-0.040693372
408.0,0.54787,-1.303769,-0.04072226
409.0,0.54988295,-1.3027737,-0.040751055
410.0,0.5518946,-1.3017755,-0.04077975
411.0,0.55390495,-1.300774,-0.040808354
412.0,0.55591404,-1.2997696,-0.040836856
413.0,0.55792177,-1.2987621,-0.04086527
414.0,0.55992824,-1.2977515,-0.04089358
415.0,0.56193334,-1.2967379,-0.040921796
416.0,0.5639371,-1.2957213,-0.04094992
417.0,0.5659396,-1.2947016,-0.04097794
418.0,0.5679408,-1.2936788,-0.04100587
419.0,0.56994057,-1.292653,-0.0410337
420.0,0.571939,-1.2916241,-0.04106143
421.0,0.5739361,-1.2905922,-0.04108907
422.0,0.57593185,-1.2895572,-0.04111661
423.0,0.5779262,-1.2885191,-0.04114405
424.0,0.5799192,-1.2874781,-0.041171398
425.0,0.5819109,-1.286434,-0.041198645
426.0,0.58390117,-1.2853869,-0.0412258
427.0,0.58589005,-1.2843367,-0.04125285
428.0,0.5878776,-1.2832835,-0.041279808
429.0,0.5898637,-1.2822273,-0.041306667
430.0,0.59184843,-1.281168,-0.041333426
431.0,0.5938318,-1.2801057,-0.041360088
432.0,0.5958137,-1.2790403,-0.041386653
433.0,0.5977942,-1.277972,-0.04141312
434.0,0.5997733,-1.2769005,-0.04143949
435.0,0.60175097,-1.2758261,-0.04146576
436.0,0.6037272,-1.2747487,-0.041491933
437.0,0.605702,-1.2736683,-0.041518006
438.0,0.6076754,-1.2725848,-0.041543983
439.0,0.60964733,-1.2714983,-0.041569863
440.0,0.6116178,-1.2704087,-0.04159564
441.0,0.61358684,-1.2693162,-0.04162132
442.0,0.61555445,-1.2682207,-0.0416469
443.0,0.6175206,-1.2671221,-0.041672383
444.0,0.6194852,-1.2660205,-0.041697767
445.0,0.6214484,-1.264916,-0.04172305
446.0,0.6234101,-1.2638084,-0.041748237
447.0,0.6253703,-1.2626978,-0.041773323
448.0,0.6273291,-1.2615843,-0.04179831
449.0,0.62928635,-1.2604676,-0.041823197
450.0,0.6312421,-1.2593482,-0.041847985
451.0,0.63319635,-1.2582256,-0.041872673
452.0,0.63514906,-1.2571,-0.041897263
453.0,0.6371003,-1.2559714,-0.04192175
454.0,0.63905,-1.2548399,-0.04194614
455.0,0.6409982,-1.2537054,-0.041970428
456.0,0.6429449,-1.2525678,-0.04199462
457.0,0.64489,-1.2514273,-0.042018708
458.0,0.6468336,-1.2502838,-0.0420427
459.0,0.64877564,-1.2491373,-0.042066585
460.0,0.6507162,-1.2479879,-0.042090375
461.0,0.6526551,-1.2468355,-0.042114064
462.0,0.6545925,-1.2456801,-0.04213765
463.0,0.65652835,-1.2445217,-0.042161137
464.0,0.65846264,-1.2433603,-0.042184524
465.0,0.6603953,-1.242196,-0.04220781
466.0,0.66232646,-1.2410288,-0.042230994
467.0,0.664256,-1.2398585,-0.04225408
468.0,0.6661839,-1.2386853,-0.04227706
469.0,0.66811025,-1.2375091,-0.042299945
470.0,0.670035,-1.23633,-0.042322725
471.0,0.6719582,-1.235148,-0.042345405
472.0,0.67387974,-1.2339629,-0.042367984
473.0,0.67579967,-1.2327749,-0.04239046
474.0,0.677718,-1.231584,-0.042412836
